TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr9 E3.1|9 47.31 cM	mouse chr9 E3.1|9 47.31 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	19417	Rasgrf1
mouse chr1 C4|1 38.64 cM	mouse chr1 C4|1 38.64 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	19275	Ptprn
mouse chr17 D|17 29.5 cM	mouse chr17 D|17 29.5 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	19725	Rfx2
mouse chr5 E3|5 48.24 cM	mouse chr5 E3|5 48.24 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	110075	Bmp3
mouse chr11 E1|11 67.84 cM	mouse chr11 E1|11 67.84 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	16416	Itgb3
mouse chr2 78.4 cM|2 H1	mouse chr2 78.4 cM|2 H1	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	18111	Nnat
mouse chr8 A1.1|8 5.62 cM	mouse chr8 A1.1|8 5.62 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	12827	Col4a2
mouse chr10 B1|10 20.02 cM	mouse chr10 B1|10 20.02 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	16775	Lama4
mouse chrX|X F1-F2	mouse chrX|X F1-F2	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	94216	Col4a6
mouse chr1 H3|1 79.22 cM	mouse chr1 H3|1 79.22 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	11807	Apoa2
mouse chr1 H2.3|1 73.49 cM	mouse chr1 H2.3|1 73.49 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	59290	Gpa33
mouse chr12 B3|12 21.78 cM	mouse chr12 B3|12 21.78 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	15228	Foxg1
mouse chr3 A1|3 2.56 cM	mouse chr3 A1|3 2.56 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	11770	Fabp4
mouse chr5|5 B2-B3	mouse chr5|5 B2-B3	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	78890	Trmt44
mouse chr7 F1|7 61.29 cM	mouse chr7 F1|7 61.29 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	20679	Sox6
mouse chr7 E3|7 55.97 cM	mouse chr7 E3|7 55.97 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	12751	Tpp1
mouse chr19 C1|19 27.46 cM	mouse chr19 C1|19 27.46 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	23972	Papss2
mouse chr19 C3|19 39.65 cM	mouse chr19 C3|19 39.65 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	100503104	Gm19557
mouse chr2 E5|2 60.63 cM	mouse chr2 E5|2 60.63 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	67092	Gatm
mouse chr2 A1|2 7.81 cM	mouse chr2 A1|2 7.81 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	353282	Sfmbt2
mouse chr2 84.44 cM|2 H3	mouse chr2 84.44 cM|2 H3	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	11486	Ada
mouse chr5 G2|5 75.34 cM	mouse chr5 G2|5 75.34 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	18984	Por
mouse chr13 A3.3|13 13.81 cM	mouse chr13 A3.3|13 13.81 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	282663	Serpinb1b
mouse chr7 E1|7 53.59 cM	mouse chr7 E1|7 53.59 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	18378	Omp
mouse chr5 G2|5 76.89 cM	mouse chr5 G2|5 76.89 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	13113	Cyp3a13
mouse chr13 A1|13 5.26 cM	mouse chr13 A1|13 5.26 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	18073	Nid1
mouse chr6 G3|6 78.19 cM	mouse chr6 G3|6 78.19 cM	0.0332133846215901	-3.40480233305061	1	1	0.0012453300124533	803	24177	19227	Pthlh
mouse chr5|5 E2	mouse chr5|5 E2	0.0394365749935326	-3.23306159395337	23	3	0.0037359900373599	803	24177	12452,57425,67111	Ccng2,U90926,Naaa
mouse chr1|1 H1	mouse chr1|1 H1	0.0415417130825877	-3.18105722203476	10	2	0.0024906600249066	803	24177	89867,67647	Sec16b,4930523C07Rik
mouse chr8 B3.3|8 34.15 cM	mouse chr8 B3.3|8 34.15 cM	0.0415417130825877	-3.18105722203476	10	2	0.0024906600249066	803	24177	12931,18709	Crlf1,Pik3r2
mouse chr1|1 B	mouse chr1|1 B	0.0427982095740704	-3.15125900965092	77	6	0.0074719800747198	803	24177	226970,213539,14200,16182,16174,67702	Arhgef4,Bag2,Fhl2,Il18r1,Il18rap,Rnf149
mouse chr2|2 E5	mouse chr2|2 E5	0.0468415763222294	-3.0609840874835	99	7	0.0087173100871731	803	24177	623781,435684,228564,66811,214240,381413,56357	Gm14137,Shf,Frmd5,Duoxa2,Disp2,Gpr176,Ivd
mouse chr9|9 E3.3	mouse chr9|9 E3.3	0.048751910042473	-3.02101090194739	60	5	0.0062266500622665	803	24177	211949,17532,68121,56492,331004	Spsb4,Mras,Cep70,Cldn18,Slc9a9
mouse chr2	mouse chr2	0.0577010677146612	-2.85247960105244	537	25	0.0311332503113325	803	24177	353282,64292,99377,12831,12672,11486,60344,21939,67092,227753,16175,14827,13482,14462,17064,14417,19261,18111,16819,14464,12162,19215,12156,19672,18088	Sfmbt2,Ptges,Sall4,Col5a1,Chrm4,Ada,Fign,Cd40,Gatm,Gsn,Il1a,Pdia3,Dpp4,Gata3,Cd93,Gad2,Sirpa,Nnat,Lcn2,Gata5,Bmp7,Ptgds,Bmp2,Rcn1,Nkx2-2
mouse chr17|17 B1	mouse chr17|17 B1	0.0635563744541943	-2.75582798025278	173	10	0.012453300124533	803	24177	67676,14885,15937,69097,14251,68915,433102,268949,57875,19824	Rpp21,Gtf2h4,Ier3,Trim15,Flot1,Vars2,Sfta2,Dpcr1,Angptl4,Trim10
mouse chr7|7 F1	mouse chr7|7 F1	0.0646539712265741	-2.738705749099	28	3	0.0037359900373599	803	24177	233765,233781,319622	Plekha7,Xylt1,Itpripl2
mouse chr17 A3.3|17 14.66 cM	mouse chr17 A3.3|17 14.66 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	21678	Tead3
mouse chr4 E1|4 74.75 cM	mouse chr4 E1|4 74.75 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	27984	Efhd2
mouse chr2 F1|2 62.9 cM	mouse chr2 F1|2 62.9 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	16175	Il1a
mouse chr12 F1|12 59.46 cM	mouse chr12 F1|12 59.46 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	68519	Eml1
mouse chr6 B3|6 27.38 cM	mouse chr6 B3|6 27.38 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	11826	Aqp1
mouse chr1 H6|1 96.28 cM	mouse chr1 H6|1 96.28 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	11910	Atf3
mouse chr3 A3|3 12.19 cM	mouse chr3 A3|3 12.19 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	20526	Slc2a2
mouse chr2 F2|2 65.21 cM	mouse chr2 F2|2 65.21 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	12156	Bmp2
mouse chr12 B3|12 22.11 cM	mouse chr12 B3|12 22.11 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	12810	Coch
mouse chr17 B1|17 18.51 cM	mouse chr17 B1|17 18.51 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	193740	Hspa1a
mouse chr7 D3|7 48.35 cM	mouse chr7 D3|7 48.35 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	11864	Arnt2
mouse chr1 G1|1 63.84 cM	mouse chr1 G1|1 63.84 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	19225	Ptgs2
mouse chr2 G2|2 72.63 cM	mouse chr2 G2|2 72.63 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	18088	Nkx2-2
mouse chr1 C5|1 43.94 cM	mouse chr1 C5|1 43.94 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	17975	Ncl
mouse chr16 B1|16 12.48 cM	mouse chr16 B1|16 12.48 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	208624	Alg3
mouse chr17 B1|17 18.41 cM	mouse chr17 B1|17 18.41 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	14962	Cfb
mouse chr8 B3.2|8 33.38 cM	mouse chr8 B3.2|8 33.38 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	17961	Nat2
mouse chr19 C3|19 34.25 cM	mouse chr19 C3|19 34.25 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	20411	Sorbs1
mouse chr3 A1|3 2.15 cM	mouse chr3 A1|3 2.15 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	20257	Stmn2
mouse chr5 G2|5 76.59 cM	mouse chr5 G2|5 76.59 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	18542	Pcolce
mouse chr2 H3|2 88.99 cM	mouse chr2 H3|2 88.99 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	99377	Sall4
mouse chr18 A1|18 4.91 cM	mouse chr18 A1|18 4.91 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	59025	Usp14
mouse chr9 B|9 30.89 cM	mouse chr9 B|9 30.89 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	74211	1700017B05Rik
mouse chr11 D|11 59.08 cM	mouse chr11 D|11 59.08 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	140486	Igf2bp1
mouse chr3 F1|3 39.27 cM	mouse chr3 F1|3 39.27 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	20198	S100a4
mouse chr5 A1|5 2.61 cM	mouse chr5 A1|5 2.61 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	18647	Cdk14
mouse chrX A1.1|X 3.7 cM	mouse chrX A1.1|X 3.7 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	53627	Porcn
mouse chr7 F3|7 81.27 cM	mouse chr7 F3|7 81.27 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	19267	Ptpre
mouse chr5 E4|5 48.49 cM	mouse chr5 E4|5 48.49 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	231507	Plac8
mouse chr2 A3|2 15.15 cM	mouse chr2 A3|2 15.15 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	14417	Gad2
mouse chr7 D3|7 47.43 cM	mouse chr7 D3|7 47.43 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	170460	Stard5
mouse chr14 A3|14 16.09 cM	mouse chr14 A3|14 16.09 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	71704	Arhgef3
mouse chr11 C|11 54.34 cM	mouse chr11 C|11 54.34 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	12812	Coil
mouse chr14 A3|14 15.06 cM	mouse chr14 A3|14 15.06 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	11744	Anxa11
mouse chr16 C1.1|16 34.22 cM	mouse chr16 C1.1|16 34.22 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	52633	Nit2
mouse chr18 E4|18 57.53 cM	mouse chr18 E4|18 57.53 cM	0.0653249685143005	-2.72838094956103	2	1	0.0012453300124533	803	24177	110796	Tshz1
mouse chr18|18	mouse chr18|18	0.0701195949827088	-2.65755299500527	446	21	0.0261519302615193	803	24177	100503565,71302,93887,225579,106877,15562,107022,19123,19290,667742,50771,74574,225631,74456,75084,225362,225608,225326,106878,20689,14423	Gm9926,Arhgap26,Pcdhb16,Slc27a6,Afap1l1,Htr4,Gramd3,Proc,Pura,Piezo2,Atp9b,Lvrn,Onecut2,4933424G05Rik,4930511M06Rik,Reep2,Sh3tc2,Pik3c3,Smim3,Sall3,Galnt1
mouse chr15|15 D3	mouse chr15|15 D3	0.0790480460719861	-2.53769943325408	90	6	0.0074719800747198	803	24177	75761,76486,72373,75475,67038,625599	Apol7a,Ly6k,Psca,Oplah,2010109I03Rik,Gml
mouse chr12|12 C3	mouse chr12|12 C3	0.0830148403087499	-2.48873588826756	70	5	0.0062266500622665	803	24177	211978,238276,53618,238266,80837	Zfyve26,Akap5,Fut8,Syt16,Rhoj
mouse chr13	mouse chr13	0.0833138428160681	-2.48514056335083	279	14	0.0174346201743462	803	24177	18073,282663,56635,78925,20708,14451,13024,75607,110596,12231,14538,18811,20723,20706	Nid1,Serpinb1b,Prl2a1,Srd5a1,Serpinb6b,Gas1,Ctla2a,Wnk2,Arhgef28,Btn1a1,Gcnt2,Prl2c2,Serpinb9,Serpinb9b
mouse chr16|16 B3	mouse chr16|16 B3	0.0869966289530706	-2.44188590874412	71	5	0.0062266500622665	803	24177	107589,51789,80285,209200,547253	Mylk,Tnk2,Parp9,Dtx3l,Parp14
mouse chr3|3 F2.3	mouse chr3|3 F2.3	0.0889540660576549	-2.41963515419323	32	3	0.0037359900373599	803	24177	99662,14866,14864	Eps8l3,Gstm5,Gstm3
mouse chr3|3	mouse chr3|3	0.0903113064325655	-2.40449261673431	831	35	0.0435865504358655	803	24177	229474,20713,18720,70604,241877,76089,74442,29815,56426,229937,72282,14864,229776,269424,70747,229949,211666,26568,242083,71790,73124,73182,99662,74012,78373,242109,75015,665113,51788,213121,67472,14866,13609,229603,66568	Fhdc1,Serpini1,Pip5k1a,Dnajb14,Slc10a5,Rapgef2,Sgms2,Bcar3,Pdcd10,Znhit6,1810062G17Rik,Gstm3,Cdc14a,Jade1,Tspan2,Ak5,Mgst2,Slc27a3,Ppm1l,Anxa9,Golim4,Pear1,Eps8l3,Rap2b,Nudt17,Zfp697,4930503B20Rik,Tnik,H2afz,Ankrd35,Mtfr1,Gstm5,S1pr1,Otud7b,Rwdd3
mouse chr2 F1|2 63.19 cM	mouse chr2 F1|2 63.19 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	19261	Sirpa
mouse chr7 F3|7 69.25 cM	mouse chr7 F3|7 69.25 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	20887	Sult1a1
mouse chr14 D1|14 33.24 cM	mouse chr14 D1|14 33.24 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	14463	Gata4
mouse chr12 C1|12 24.7 cM	mouse chr12 C1|12 24.7 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	15375	Foxa1
mouse chr7 B3|7 29.3 cM	mouse chr7 B3|7 29.3 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	78405	Ntf5
mouse chr18 B2|18 19.46 cM	mouse chr18 B2|18 19.46 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	15200	Hbegf
mouse chr1 F|1 62.56 cM	mouse chr1 F|1 62.56 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	19735	Rgs2
mouse chr9 A5.3|9 27.75 cM	mouse chr9 A5.3|9 27.75 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	69253	Hspb2
mouse chr10 B2|10 23.24 cM	mouse chr10 B2|10 23.24 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	12142	Prdm1
mouse chr2 C1.3|2 35.85 cM	mouse chr2 C1.3|2 35.85 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	13482	Dpp4
mouse chr9 D|9 39.85 cM	mouse chr9 D|9 39.85 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	19378	Aldh1a2
mouse chr7 E1|7 53.57 cM	mouse chr7 E1|7 53.57 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	18479	Pak1
mouse chr9 D|9 42.3 cM	mouse chr9 D|9 42.3 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	14697	Gnb5
mouse chr11 D|11 62.92 cM	mouse chr11 D|11 62.92 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	268482	Krt12
mouse chr11 E2|11 80.84 cM	mouse chr11 E2|11 80.84 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	16470	Ush1g
mouse chr11 B3|11 42.38 cM	mouse chr11 B3|11 42.38 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	11686	Alox12b
mouse chr5 E2|5 47.29 cM	mouse chr5 E2|5 47.29 cM	0.0963712580834277	-2.33954727448352	3	1	0.0012453300124533	803	24177	27428	Shroom3
mouse chr15|15 F2	mouse chr15|15 F2	0.0972774796249323	-2.33018776956072	16	2	0.0024906600249066	803	24177	332131,223917	Krt78,Krt79
mouse chr8|8 A1.1	mouse chr8|8 A1.1	0.099525906991278	-2.3073372969368	74	5	0.0062266500622665	803	24177	102098,234076,244281,74901,67260	Arhgef18,Tmco3,Myo16,Kbtbd11,Cers4
mouse chr18|18 B1	mouse chr18|18 B1	0.102333969377817	-2.27951360466396	34	3	0.0037359900373599	803	24177	225326,19123,225362	Pik3c3,Proc,Reep2
mouse chr6|6 A1	mouse chr6|6 A1	0.102333969377817	-2.27951360466396	34	3	0.0037359900373599	803	24177	330267,71900,16543	Thsd7a,Tmem106b,Mdfic
mouse chr3|3 G1	mouse chr3|3 G1	0.104153822244931	-2.26188641252532	54	4	0.0049813200498132	803	24177	66568,229776,13609,29815	Rwdd3,Cdc14a,S1pr1,Bcar3
mouse chr2|2 A1	mouse chr2|2 A1	0.104153822244931	-2.26188641252532	54	4	0.0049813200498132	803	24177	227541,13434,19212,269233	Camk1d,Trdmt1,Pter,Fam171a1
mouse chr7|7 F4	mouse chr7|7 F4	0.11505058464381	-2.16238338086387	56	4	0.0049813200498132	803	24177	212503,212111,22264,69064	Paox,Inpp5a,Prap1,Fuom
mouse chr1|1 C4	mouse chr1|1 C4	0.123773405297866	-2.08930276169673	37	3	0.0037359900373599	803	24177	22409,69163,19711	Wnt10a,Mrpl44,Resp18
mouse chr10|10 A3	mouse chr10|10 A3	0.123773405297866	-2.08930276169673	37	3	0.0037359900373599	803	24177	379043,19368,667281	Raet1e,Raet1a,H60b
mouse chr16 B4|16 28.44 cM	mouse chr16 B4|16 28.44 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	13490	Drd3
mouse chr6 D1|6 39.13 cM	mouse chr6 D1|6 39.13 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	19349	Rab7
mouse chr8 D3|8 53.06 cM	mouse chr8 D3|8 53.06 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	20498	Slc12a4
mouse chr2 E1|2 50.63 cM	mouse chr2 E1|2 50.63 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	12672	Chrm4
mouse chr1 C1.1|1 26.99 cM	mouse chr1 C1.1|1 26.99 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	72085	Osgepl1
mouse chr5 C3.2|5 38.44 cM	mouse chr5 C3.2|5 38.44 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	22165	Txk
mouse chr6 A3.3|6 12.36 cM	mouse chr6 A3.3|6 12.36 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	68794	Flnc
mouse chr7 E3|7 57.21 cM	mouse chr7 E3|7 57.21 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	109594	Lmo1
mouse chr15 D3|15 36.28 cM	mouse chr15 D3|15 36.28 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	223669	Zfp7
mouse chr1 C3|1 38.54 cM	mouse chr1 C3|1 38.54 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	22349	Vil1
mouse chr11 B1.3|11 31.86 cM	mouse chr11 B1.3|11 31.86 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	22333	Vdac1
mouse chr3 G1|3 52.94 cM	mouse chr3 G1|3 52.94 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	14066	F3
mouse chr5 C3.3|5	mouse chr5 C3.3|5	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	69940	Exoc1
mouse chr14 C1|14 24.6 cM	mouse chr14 C1|14 24.6 cM	0.126387551612557	-2.06840228619713	4	1	0.0012453300124533	803	24177	93834	Peli2
mouse chr16|16 C1.1	mouse chr16|16 C1.1	0.13001562556375	-2.04010063910536	19	2	0.0024906600249066	803	24177	385658,56277	Nxpe3,Tmem45a
mouse chr9|9 E1	mouse chr9|9 E1	0.13001562556375	-2.04010063910536	19	2	0.0024906600249066	803	24177	214763,319405	Mb21d1,D430036J16Rik
mouse chr2|2 C1.3	mouse chr2|2 C1.3	0.13001562556375	-2.04010063910536	19	2	0.0024906600249066	803	24177	71586,50915	Ifih1,Grb14
mouse chr17|17 E1.3	mouse chr17|17 E1.3	0.13001562556375	-2.04010063910536	19	2	0.0024906600249066	803	24177	246707,77889	Emilin2,Lbh
mouse chr10|10 B2	mouse chr10|10 B2	0.13001562556375	-2.04010063910536	19	2	0.0024906600249066	803	24177	268297,67851	Scml4,1700021F05Rik
mouse chr19|19 D2	mouse chr19|19 D2	0.131253987098854	-2.03062100007577	38	3	0.0037359900373599	803	24177	226255,240672,78073	Atrnl1,Dusp5,6720468P15Rik
mouse chr8|8 B3.3	mouse chr8|8 B3.3	0.132539234126841	-2.0208765707691	104	6	0.0074719800747198	803	24177	114479,67937,16598,107770,330790,69550	Slc5a5,Tmem59l,Klf2,Tm6sf2,Hapln4,Bst2
mouse chr5	mouse chr5	0.13957883843083	-1.96912568731607	383	17	0.0211706102117061	803	24177	69940,18542,80888,110075,231507,18647,22235,22165,14086,16923,18984,13047,19664,27428,13113,19159,14255	Exoc1,Pcolce,Hspb8,Bmp3,Plac8,Cdk14,Ugdh,Txk,Fscn1,Sh2b3,Por,Cux1,Rbpj,Shroom3,Cyp3a13,Cyth3,Flt3
mouse chr3	mouse chr3	0.140120592977432	-1.96525184873609	305	14	0.0174346201743462	803	24177	242022,23844,12508,11529,20198,11770,14013,16447,12904,20753,20257,20761,20526,14066	Frem2,Clca1,Cd53,Adh7,S100a4,Fabp4,Mecom,Ivl,Crabp2,Sprr1a,Stmn2,Sprr2g,Slc2a2,F3
mouse chrX|X E1	mouse chrX|X E1	0.141427590940724	-1.9559674176752	20	2	0.0024906600249066	803	24177	245596,245595	Hdx,Zfp711
mouse chr8|8 C2	mouse chr8|8 C2	0.146668916032767	-1.91957750426849	40	3	0.0037359900373599	803	24177	212168,81489,330812	Zswim4,Dnajb1,Rnf150
mouse chr5|5	mouse chr5|5	0.148577862408458	-1.90664613216734	986	39	0.0485678704856787	803	24177	57425,57349,71473,330177,70138,208213,231147,269643,67111,68552,68567,18096,231296,269639,100702,11669,231821,22217,26431,53315,78890,54403,74167,70701,68939,114664,231602,12959,80291,208104,12452,231549,11980,68955,76074,11867,50765,71176,231646	U90926,Ppbp,8430423G03Rik,Taok3,2210417A02Rik,Tmem132c,Sh3tc1,Ppp2r2c,Naaa,Smim14,Cgref1,Nkx6-1,Lrrc66,Zfp512,Gbp6,Aldh2,Adap1,Usp12,Git2,Sult1d1,Trmt44,Slc4a4,Nudt9,Nipal1,Rasl11b,Hsd17b11,P2rx2,Cryba4,Rilpl2,Mlxip,Ccng2,Lrrc8d,Atp8a1,Srrm4,Gbp8,Arpc1b,Tfr2,Fbxo24,Myo1h
mouse chr11 B4|11 43.21 cM	mouse chr11 B4|11 43.21 cM	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	12261	C1qbp
mouse chr2 A3|2 19.38 cM	mouse chr2 A3|2 19.38 cM	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	12831	Col5a1
mouse chr9 F1|9 59.07 cM	mouse chr9 F1|9 59.07 cM	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	12217	Bsn
mouse chr11 E2|11	mouse chr11 E2|11	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	100038732	Gm11681
mouse chr15 D3|15 34.29 cM	mouse chr15 D3|15 34.29 cM	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	17067	Ly6c1
mouse chr7 B3|7 29.66 cM	mouse chr7 B3|7 29.66 cM	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	16514	Kcnj11
mouse chr8 C2|8 41.02 cM	mouse chr8 C2|8 41.02 cM	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	18032	Nfix
mouse chrX F1|X	mouse chrX F1|X	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	406217	Bex4
mouse chr15 F2|15	mouse chr15 F2|15	0.155407979204191	-1.86170149613645	5	1	0.0012453300124533	803	24177	74127	Krt80
mouse chr10|10 B4	mouse chr10|10 B4	0.15676740331444	-1.85299207970259	63	4	0.0049813200498132	803	24177	71767,70423,94214,404634	Tysnd1,Tspan15,Spock2,H2afy2
mouse chr4|4 E2	mouse chr4|4 E2	0.159645657489856	-1.83479856038009	110	6	0.0074719800747198	803	24177	269608,65945,246228,71890,26561,70673	Plekhg5,Clstn1,Vwa1,Mad2l2,Mmp23,Prdm16
mouse chr13|13 A1	mouse chr13|13 A1	0.162636066441336	-1.81624029563249	42	3	0.0037359900373599	803	24177	56349,23849,27384	Net1,Klf6,Akr1c13
mouse chr6|6 B2.3	mouse chr6|6 B2.3	0.170807024421041	-1.76722087188645	43	3	0.0037359900373599	803	24177	317758,77827,76252	Gimap9,Krba1,Atp6v0e2
mouse chr5|5 G3	mouse chr5|5 G3	0.170807024421041	-1.76722087188645	43	3	0.0037359900373599	803	24177	22217,71473,70138	Usp12,8430423G03Rik,2210417A02Rik
mouse chr9|9 A5.2	mouse chr9|9 A5.2	0.170807024421041	-1.76722087188645	43	3	0.0037359900373599	803	24177	59095,214523,76568	Fxyd6,Tmprss4,Ift46
mouse chr11 B5|11 46.74 cM	mouse chr11 B5|11 46.74 cM	0.176774954033393	-1.73287780152076	23	2	0.0024906600249066	803	24177	15218,140859	Foxn1,Nek8
mouse chr6|6 B2.1	mouse chr6|6 B2.1	0.179092500363497	-1.71985284480954	44	3	0.0037359900373599	803	24177	22793,76263,319812	Zyx,Gstk1,9430018G01Rik
